"","PlantID","Seed","Observer","Date","Notes","Harvest","Block","Plot","Position","Warming","Mow","DT1","DT2","DT3","DT4","DT5","DT6","DT7","DT8","DT9","DT10","DT.Avg","SeedLength","SeedWidth","FieldDiameter","Diameter","Peduncle.","Emrg","eggCases","Cysts","goodSeed","badSeed","DateMowed","MaxHeightPostMow"
"98","2_2_2",7,"RMC","2/11/2016",NA,"7/24/2015",2,2,2,"W","E",2.31,2.28,NA,NA,NA,NA,NA,NA,NA,NA,2.3,14.61,19.4,44.55,31.12,"Y",0,0,0,101,56,"6/5/2015",57.3
"99","2_2_2",8,"RMC","1/28/2016",NA,"7/24/2015",2,2,2,"W","E",1.59,1.57,NA,NA,NA,NA,NA,NA,NA,NA,1.58,13.99,16.72,35.64,27.07,"Y",0,0,0,79,48,"6/5/2015",57.3
"100","2_2_2",8,"RMC","2/11/2016",NA,"7/24/2015",2,2,2,"W","E",1.85,1.91,NA,NA,NA,NA,NA,NA,NA,NA,1.88,13.36,18.13,44.55,31.12,"Y",0,0,0,101,56,"6/5/2015",57.3
"101","2_2_2",9,"RMC","1/28/2016",NA,"7/24/2015",2,2,2,"W","E",1.62,1.56,NA,NA,NA,NA,NA,NA,NA,NA,1.59,15.23,13.86,35.64,27.07,"Y",0,0,0,79,48,"6/5/2015",57.3
"102","2_2_2",9,"RMC","2/11/2016",NA,"7/24/2015",2,2,2,"W","E",2.13,2.15,NA,NA,NA,NA,NA,NA,NA,NA,2.14,14.77,18.64,44.55,31.12,"Y",0,0,0,101,56,"6/5/2015",57.3
"103","2_2_2",10,"RMC","1/28/2016",NA,"7/24/2015",2,2,2,"W","E",1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,1.5,14.44,12.07,35.64,27.07,"Y",0,0,0,79,48,"6/5/2015",57.3
"104","2_2_2",10,"RMC","2/11/2016",NA,"7/24/2015",2,2,2,"W","E",2.31,2.41,NA,NA,NA,NA,NA,NA,NA,NA,2.36,15.18,16.42,44.55,31.12,"Y",0,0,0,101,56,"6/5/2015",57.3
"105","3_1_2",1,"RMC","10/5/2016",NA,"7/24/2015",3,1,2,"A","E",1.4,1.41,NA,NA,NA,NA,NA,NA,NA,NA,1.41,15.77,11.28,32.7,22.92,"Y",0,0,0,89,29,"6/12/2015",55.1
"106","3_1_2",1,"RMC","10/12/2016",NA,"7/24/2015",3,1,2,"A","E",1.5,1.44,NA,NA,NA,NA,NA,NA,NA,NA,1.47,16.68,13.61,40.47,30.45,"Y",0,0,0,102,32,"6/12/2015",55.1
"107","3_1_2",2,"RMC","10/5/2016",NA,"7/24/2015",3,1,2,"A","E",1.41,1.35,NA,NA,NA,NA,NA,NA,NA,NA,1.38,16.38,11.99,32.7,22.92,"Y",0,0,0,89,29,"6/12/2015",55.1
"108","3_1_2",2,"RMC","10/12/2016",NA,"7/24/2015",3,1,2,"A","E",2.03,2.04,NA,NA,NA,NA,NA,NA,NA,NA,2.04,15.46,20.61,40.47,30.45,"Y",0,0,0,102,32,"6/12/2015",55.1
"109","3_1_2",3,"RMC","10/5/2016",NA,"7/24/2015",3,1,2,"A","E",1.4,1.37,NA,NA,NA,NA,NA,NA,NA,NA,1.39,15.88,11.32,32.7,22.92,"Y",0,0,0,89,29,"6/12/2015",55.1
"110","3_1_2",3,"RMC","10/12/2016",NA,"7/24/2015",3,1,2,"A","E",1.91,1.88,NA,NA,NA,NA,NA,NA,NA,NA,1.9,12.77,17.25,40.47,30.45,"Y",0,0,0,102,32,"6/12/2015",55.1
"111","3_1_2",4,"RMC","10/5/2016",NA,"7/24/2015",3,1,2,"A","E",1.25,1.28,NA,NA,NA,NA,NA,NA,NA,NA,1.27,15.56,11.23,32.7,22.92,"Y",0,0,0,89,29,"6/12/2015",55.1
"112","3_1_2",4,"RMC","10/12/2016",NA,"7/24/2015",3,1,2,"A","E",1.53,1.47,NA,NA,NA,NA,NA,NA,NA,NA,1.5,17.64,13.38,40.47,30.45,"Y",0,0,0,102,32,"6/12/2015",55.1
"113","3_1_2",5,"RMC","10/5/2016",NA,"7/24/2015",3,1,2,"A","E",1.04,0.85,1.13,NA,NA,NA,NA,NA,NA,NA,1.09,14.65,7.82,32.7,22.92,"Y",0,0,0,89,29,"6/12/2015",55.1
"114","3_1_2",5,"RMC","10/12/2016",NA,"7/24/2015",3,1,2,"A","E",1.82,1.68,1.75,NA,NA,NA,NA,NA,NA,NA,1.79,17.83,19.94,40.47,30.45,"Y",0,0,0,102,32,"6/12/2015",55.1
"115","3_1_2",6,"RMC","10/5/2016",NA,"7/24/2015",3,1,2,"A","E",0.97,1.22,1.16,NA,NA,NA,NA,NA,NA,NA,1.19,14.91,9.02,32.7,22.92,"Y",0,0,0,89,29,"6/12/2015",55.1
"116","3_1_2",6,"RMC","10/12/2016",NA,"7/24/2015",3,1,2,"A","E",1.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,1.6,15.07,10.19,40.47,30.45,"Y",0,0,0,102,32,"6/12/2015",55.1
"117","3_1_2",7,"RMC","10/5/2016",NA,"7/24/2015",3,1,2,"A","E",1.06,1.06,NA,NA,NA,NA,NA,NA,NA,NA,1.06,14.23,8.03,32.7,22.92,"Y",0,0,0,89,29,"6/12/2015",55.1
"118","3_1_2",7,"RMC","10/12/2016",NA,"7/24/2015",3,1,2,"A","E",1.72,1.72,NA,NA,NA,NA,NA,NA,NA,NA,1.72,17.3,15.26,40.47,30.45,"Y",0,0,0,102,32,"6/12/2015",55.1
"119","3_1_2",8,"RMC","10/5/2016",NA,"7/24/2015",3,1,2,"A","E",1.07,1.12,NA,NA,NA,NA,NA,NA,NA,NA,1.1,14.78,8.47,32.7,22.92,"Y",0,0,0,89,29,"6/12/2015",55.1
"120","3_1_2",8,"RMC","10/12/2016",NA,"7/24/2015",3,1,2,"A","E",2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,1.95,15.53,16.36,40.47,30.45,"Y",0,0,0,102,32,"6/12/2015",55.1
"121","3_1_2",9,"RMC","10/12/2016",NA,"7/24/2015",3,1,2,"A","E",1.71,1.62,NA,NA,NA,NA,NA,NA,NA,NA,1.67,14.83,10.87,40.47,30.45,"Y",0,0,0,102,32,"6/12/2015",55.1
"122","3_1_2",9,"RMC","10/5/2016",NA,"7/24/2015",3,1,2,"A","E",1.81,1.66,1.81,NA,NA,NA,NA,NA,NA,NA,1.81,15.84,14.92,32.7,22.92,"Y",0,0,0,89,29,"6/12/2015",55.1
"123","3_1_2",10,"RMC","10/5/2016",NA,"7/24/2015",3,1,2,"A","E",1.25,1.25,NA,NA,NA,NA,NA,NA,NA,NA,1.25,16.22,11.53,32.7,22.92,"Y",0,0,0,89,29,"6/12/2015",55.1
"124","3_1_2",10,"RMC","10/12/2016",NA,"7/24/2015",3,1,2,"A","E",1.9,1.85,NA,NA,NA,NA,NA,NA,NA,NA,1.88,16.72,17.53,40.47,30.45,"Y",0,0,0,102,32,"6/12/2015",55.1
"125","3_1_3",1,"RMC","10/14/2016",NA,"7/24/2015",3,1,3,"A","CTL",2.06,2.06,NA,NA,NA,NA,NA,NA,NA,NA,2.06,22.04,19.31,41.84,32.89,"Y",0,0,0,199,72,NA,58.5
"126","3_2_1",1,"RMC","12/2/2016",NA,"7/24/2015",3,2,1,"W","CTL",1.62,1.56,NA,NA,NA,NA,NA,NA,NA,NA,1.59,22.28,30.06,50.96,37.6,"Y",0,0,0,249,24,NA,88.4
"127","3_2_1",2,"RMC","12/2/2016",NA,"7/24/2015",3,2,1,"W","CTL",1.04,1.09,NA,NA,NA,NA,NA,NA,NA,NA,1.07,19.17,10.93,50.96,37.6,"Y",0,0,0,249,24,NA,88.4
"128","3_2_1",3,"RMC","12/2/2016",NA,"7/24/2015",3,2,1,"W","CTL",1.1,0.94,0.97,NA,NA,NA,NA,NA,NA,NA,0.96,21.5,7.04,50.96,37.6,"Y",0,0,0,249,24,NA,88.4
"129","3_2_1",4,"RMC","12/2/2016",NA,"7/24/2015",3,2,1,"W","CTL",1.5,1.4,NA,NA,NA,NA,NA,NA,NA,NA,1.45,14.68,20.57,50.96,37.6,"Y",0,0,0,249,24,NA,88.4
"130","3_2_1",5,"RMC","12/2/2016",NA,"7/24/2015",3,2,1,"W","CTL",2.03,1.97,NA,NA,NA,NA,NA,NA,NA,NA,2,21.2,27.57,50.96,37.6,"Y",0,0,0,249,24,NA,88.4
"131","3_2_2",1,"RMC","9/30/2016",NA,"7/24/2015",3,2,2,"W","L",1.28,1.32,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,NA,38.64,24.69,"Y",0,0,0,63,70,"6/13/2015",49.6
"132","3_2_2",2,"RMC","9/30/2016",NA,"7/24/2015",3,2,2,"W","L",1.56,1.53,NA,NA,NA,NA,NA,NA,NA,NA,1.55,NA,NA,38.64,24.69,"Y",0,0,0,63,70,"6/13/2015",49.6
"133","3_2_2",3,"RMC","9/30/2016",NA,"7/24/2015",3,2,2,"W","L",1.22,1.25,NA,NA,NA,NA,NA,NA,NA,NA,1.24,NA,NA,38.64,24.69,"Y",0,0,0,63,70,"6/13/2015",49.6
"134","3_2_2",4,"RMC","9/30/2016",NA,"7/24/2015",3,2,2,"W","L",0.81,0.71,NA,NA,NA,NA,NA,NA,NA,NA,0.76,NA,NA,38.64,24.69,"Y",0,0,0,63,70,"6/13/2015",49.6
"135","3_2_2",5,"RMC","9/30/2016",NA,"7/24/2015",3,2,2,"W","L",1.56,1.53,NA,NA,NA,NA,NA,NA,NA,NA,1.55,NA,NA,38.64,24.69,"Y",0,0,0,63,70,"6/13/2015",49.6
"136","3_2_2",6,"RMC","9/30/2016",NA,"7/24/2015",3,2,2,"W","L",1.65,1.63,NA,NA,NA,NA,NA,NA,NA,NA,1.64,NA,NA,38.64,24.69,"Y",0,0,0,63,70,"6/13/2015",49.6
"137","3_2_2",7,"RMC","9/30/2016",NA,"7/24/2015",3,2,2,"W","L",1.47,1.5,NA,NA,NA,NA,NA,NA,NA,NA,1.49,NA,NA,38.64,24.69,"Y",0,0,0,63,70,"6/13/2015",49.6
"138","3_2_2",8,"RMC","9/30/2016",NA,"7/24/2015",3,2,2,"W","L",0.91,0.9,NA,NA,NA,NA,NA,NA,NA,NA,0.91,NA,NA,38.64,24.69,"Y",0,0,0,63,70,"6/13/2015",49.6
"139","3_2_2",9,"RMC","9/30/2016",NA,"7/24/2015",3,2,2,"W","L",1.19,1.32,1.37,NA,NA,NA,NA,NA,NA,NA,1.35,NA,NA,38.64,24.69,"Y",0,0,0,63,70,"6/13/2015",49.6
"140","3_2_2",10,"RMC","9/30/2016",NA,"7/24/2015",3,2,2,"W","L",1.19,1.18,NA,NA,NA,NA,NA,NA,NA,NA,1.19,NA,NA,38.64,24.69,"Y",0,0,0,63,70,"6/13/2015",49.6
"141","3_2_3",1,"RMC","9/23/2016",NA,"7/31/2015",3,2,3,"W","E",1.5,1.78,1.53,NA,NA,NA,NA,NA,NA,NA,1.52,18.55,13.67,40.86,28.13,"Y",0,0,0,167,59,"6/5/2015",86.7
"142","3_2_3",1,"RMC","10/12/2016",NA,"7/31/2015",3,2,3,"W","E",1.6,1.66,NA,NA,NA,NA,NA,NA,NA,NA,1.63,14.02,17.04,39.23,31.44,"Y",0,0,0,188,50,"6/5/2015",86.7
"143","4_1_1",1,"RMC","10/21/2016",NA,"7/24/2015",4,1,1,"W","E",1.69,1.72,NA,NA,NA,NA,NA,NA,NA,NA,1.71,11.5,18.74,45.1,35.42,"Y",0,0,0,116,246,"5/29/2015",81.9
"144","4_1_1",1,"RMC","11/2/2016",NA,"7/24/2015",4,1,1,"W","E",1.91,1.78,1.81,NA,NA,NA,NA,NA,NA,NA,1.8,19.16,15.64,56.84,32.86,"Y",0,0,0,105,262,"5/29/2015",81.9
"145","4_1_1",2,"RMC","10/21/2016",NA,"7/24/2015",4,1,1,"W","E",1.44,1.38,NA,NA,NA,NA,NA,NA,NA,NA,1.41,15.11,15.45,45.1,35.42,"Y",0,0,0,116,246,"5/29/2015",81.9
"146","4_1_1",2,"RMC","11/2/2016",NA,"7/24/2015",4,1,1,"W","E",1.69,1.75,NA,NA,NA,NA,NA,NA,NA,NA,1.72,17.37,16.51,56.84,32.86,"Y",0,0,0,105,262,"5/29/2015",81.9
"147","4_1_1",3,"RMC","10/21/2016",NA,"7/24/2015",4,1,1,"W","E",1.5,1.56,NA,NA,NA,NA,NA,NA,NA,NA,1.53,21.51,17.92,45.1,35.42,"Y",0,0,0,116,246,"5/29/2015",81.9
"148","4_1_1",3,"RMC","11/2/2016",NA,"7/24/2015",4,1,1,"W","E",1.88,1.85,NA,NA,NA,NA,NA,NA,NA,NA,1.87,19.09,10.3,56.84,32.86,"Y",0,0,0,105,262,"5/29/2015",81.9
"149","4_1_1",4,"RMC","10/21/2016",NA,"7/24/2015",4,1,1,"W","E",0.87,1,1.06,NA,NA,NA,NA,NA,NA,NA,1.03,16.81,9.5,45.1,35.42,"Y",0,0,0,116,246,"5/29/2015",81.9
"150","4_1_1",4,"RMC","11/2/2016",NA,"7/24/2015",4,1,1,"W","E",1.63,1.63,NA,NA,NA,NA,NA,NA,NA,NA,1.63,17.81,14.52,56.84,32.86,"Y",0,0,0,105,262,"5/29/2015",81.9
"151","4_1_1",5,"RMC","10/21/2016",NA,"7/24/2015",4,1,1,"W","E",1.34,1.28,NA,NA,NA,NA,NA,NA,NA,NA,1.31,19.14,15.76,45.1,35.42,"Y",0,0,0,116,246,"5/29/2015",81.9
"152","4_1_1",5,"RMC","11/2/2016",NA,"7/24/2015",4,1,1,"W","E",1.59,1.72,1.59,NA,NA,NA,NA,NA,NA,NA,1.59,18.91,17.58,56.84,32.86,"Y",0,0,0,105,262,"5/29/2015",81.9
"153","4_1_1",6,"RMC","10/21/2016",NA,"7/24/2015",4,1,1,"W","E",1.12,1.12,NA,NA,NA,NA,NA,NA,NA,NA,1.12,19.25,16.88,45.1,35.42,"Y",0,0,0,116,246,"5/29/2015",81.9
"154","4_1_1",6,"RMC","11/2/2016",NA,"7/24/2015",4,1,1,"W","E",2.75,2.37,2.44,NA,NA,NA,NA,NA,NA,NA,2.41,16.79,20.93,56.84,32.86,"Y",0,0,0,105,262,"5/29/2015",81.9
"155","4_1_1",7,"RMC","10/21/2016",NA,"7/24/2015",4,1,1,"W","E",1.25,1.25,NA,NA,NA,NA,NA,NA,NA,NA,1.25,19.89,13.72,45.1,35.42,"Y",0,0,0,116,246,"5/29/2015",81.9
"156","4_1_1",7,"RMC","11/2/2016",NA,"7/24/2015",4,1,1,"W","E",1.97,1.9,NA,NA,NA,NA,NA,NA,NA,NA,1.94,16.34,13.15,56.84,32.86,"Y",0,0,0,105,262,"5/29/2015",81.9
"157","4_1_1",8,"RMC","10/21/2016",NA,"7/24/2015",4,1,1,"W","E",1.37,1.35,NA,NA,NA,NA,NA,NA,NA,NA,1.36,16.78,18.59,45.1,35.42,"Y",0,0,0,116,246,"5/29/2015",81.9
"158","4_1_1",8,"RMC","11/2/2016",NA,"7/24/2015",4,1,1,"W","E",1.5,1.56,NA,NA,NA,NA,NA,NA,NA,NA,1.53,17.45,13.44,56.84,32.86,"Y",0,0,0,105,262,"5/29/2015",81.9
"159","4_1_1",9,"RMC","10/21/2016",NA,"7/24/2015",4,1,1,"W","E",1.34,1.44,NA,NA,NA,NA,NA,NA,NA,NA,1.39,16.5,16.25,45.1,35.42,"Y",0,0,0,116,246,"5/29/2015",81.9
"160","4_1_1",9,"RMC","11/2/2016",NA,"7/24/2015",4,1,1,"W","E",1.81,1.72,NA,NA,NA,NA,NA,NA,NA,NA,1.77,19.22,10.44,56.84,32.86,"Y",0,0,0,105,262,"5/29/2015",81.9
"161","4_1_1",10,"RMC","10/21/2016",NA,"7/24/2015",4,1,1,"W","E",1.03,1.1,NA,NA,NA,NA,NA,NA,NA,NA,1.07,19.77,8.56,45.1,35.42,"Y",0,0,0,116,246,"5/29/2015",81.9
"162","4_1_1",10,"RMC","11/2/2016",NA,"7/24/2015",4,1,1,"W","E",1.72,1.62,NA,NA,NA,NA,NA,NA,NA,NA,1.67,17.62,16.35,56.84,32.86,"Y",0,0,0,105,262,"5/29/2015",81.9
"163","4_1_3",1,"RMC","11/4/2016",NA,"7/17/2015",4,1,3,"W","CTL",1.56,1.53,NA,NA,NA,NA,NA,NA,NA,NA,1.55,15.88,16.99,39.83,25.43,"Y",0,0,0,123,21,NA,65
"164","4_1_3",2,"RMC","11/4/2016",NA,"7/17/2015",4,1,3,"W","CTL",1.37,1.41,NA,NA,NA,NA,NA,NA,NA,NA,1.39,16.7,13.1,39.83,25.43,"Y",0,0,0,123,21,NA,65
"165","4_1_3",3,"RMC","11/4/2016",NA,"7/17/2015",4,1,3,"W","CTL",1.13,1.09,NA,NA,NA,NA,NA,NA,NA,NA,1.11,18.46,11.23,39.83,25.43,"Y",0,0,0,123,21,NA,65
"166","4_1_3",4,"RMC","11/4/2016",NA,"7/17/2015",4,1,3,"W","CTL",1.62,1.56,NA,NA,NA,NA,NA,NA,NA,NA,1.59,16.69,24.18,39.83,25.43,"Y",0,0,0,123,21,NA,65
"167","4_1_3",5,"RMC","11/4/2016",NA,"7/17/2015",4,1,3,"W","CTL",1.5,1.47,NA,NA,NA,NA,NA,NA,NA,NA,1.49,9.52,23.83,39.83,25.43,"Y",0,0,0,123,21,NA,65
"168","4_1_3",6,"RMC","11/4/2016",NA,"7/17/2015",4,1,3,"W","CTL",1.47,1.46,NA,NA,NA,NA,NA,NA,NA,NA,1.47,16.33,17.11,39.83,25.43,"Y",0,0,0,123,21,NA,65
"169","4_1_3",7,"RMC","11/4/2016",NA,"7/17/2015",4,1,3,"W","CTL",1.34,1.31,NA,NA,NA,NA,NA,NA,NA,NA,1.33,17.6,16.02,39.83,25.43,"Y",0,0,0,123,21,NA,65
"170","4_1_3",8,"RMC","11/4/2016",NA,"7/17/2015",4,1,3,"W","CTL",1.53,1.5,NA,NA,NA,NA,NA,NA,NA,NA,1.52,14.81,21.4,39.83,25.43,"Y",0,0,0,123,21,NA,65
"171","4_2_2",1,"RMC","10/19/2016",NA,"7/24/2015",4,2,2,"A","E",1.75,1.78,NA,NA,NA,NA,NA,NA,NA,NA,1.77,12.35,20.96,36.11,26.71,"Y",0,0,0,122,9,"6/5/2015",76.5
"172","4_2_2",1,"RMC","11/16/2016",NA,"7/24/2015",4,2,2,"A","E",3.03,2.97,NA,NA,NA,NA,NA,NA,NA,NA,3,17.4,26.32,41.51,28.93,"Y",0,0,0,157,26,"6/5/2015",76.5
"173","4_2_2",2,"RMC","10/19/2016",NA,"7/24/2015",4,2,2,"A","E",1.87,1.81,NA,NA,NA,NA,NA,NA,NA,NA,1.84,19.91,19.09,36.11,26.71,"Y",0,0,0,122,9,"6/5/2015",76.5
"174","4_2_2",2,"RMC","11/16/2016",NA,"7/24/2015",4,2,2,"A","E",2.31,2.22,NA,NA,NA,NA,NA,NA,NA,NA,2.27,15.63,22.4,41.51,28.93,"Y",0,0,0,157,26,"6/5/2015",76.5
"175","4_2_2",3,"RMC","10/19/2016",NA,"7/24/2015",4,2,2,"A","E",2.06,2.03,NA,NA,NA,NA,NA,NA,NA,NA,2.05,17.14,20.1,36.11,26.71,"Y",0,0,0,122,9,"6/5/2015",76.5
"176","4_2_2",3,"RMC","11/16/2016",NA,"7/24/2015",4,2,2,"A","E",3.19,3.15,NA,NA,NA,NA,NA,NA,NA,NA,3.17,17.19,24.69,41.51,28.93,"Y",0,0,0,157,26,"6/5/2015",76.5
"177","4_2_2",4,"RMC","10/19/2016",NA,"7/24/2015",4,2,2,"A","E",2.22,2.03,2.32,NA,NA,NA,NA,NA,NA,NA,2.27,19.78,21.95,36.11,26.71,"Y",0,0,0,122,9,"6/5/2015",76.5
"178","4_2_2",4,"RMC","11/16/2016",NA,"7/24/2015",4,2,2,"A","E",2.43,2.66,2.54,2.53,NA,NA,NA,NA,NA,NA,2.54,18.15,22.37,41.51,28.93,"Y",0,0,0,157,26,"6/5/2015",76.5
"179","4_2_2",5,"RMC","10/19/2016",NA,"7/24/2015",4,2,2,"A","E",1.87,1.84,NA,NA,NA,NA,NA,NA,NA,NA,1.86,21.4,21.51,36.11,26.71,"Y",0,0,0,122,9,"6/5/2015",76.5
"180","4_2_2",5,"RMC","11/16/2016",NA,"7/24/2015",4,2,2,"A","E",2.28,2.41,2.35,NA,NA,NA,NA,NA,NA,NA,2.38,18.95,22.23,41.51,28.93,"Y",0,0,0,157,26,"6/5/2015",76.5
"181","4_2_2",6,"RMC","10/19/2016",NA,"7/24/2015",4,2,2,"A","E",1.63,1.63,NA,NA,NA,NA,NA,NA,NA,NA,1.63,19.71,15.91,36.11,26.71,"Y",0,0,0,122,9,"6/5/2015",76.5
"182","4_2_2",6,"RMC","11/16/2016",NA,"7/24/2015",4,2,2,"A","E",2.85,2.87,NA,NA,NA,NA,NA,NA,NA,NA,2.86,18.67,20.21,41.51,28.93,"Y",0,0,0,157,26,"6/5/2015",76.5
"183","4_2_2",7,"RMC","10/19/2016",NA,"7/24/2015",4,2,2,"A","E",1.78,1.75,NA,NA,NA,NA,NA,NA,NA,NA,1.77,18.27,22.16,36.11,26.71,"Y",0,0,0,122,9,"6/5/2015",76.5
"184","4_2_2",7,"RMC","11/16/2016",NA,"7/24/2015",4,2,2,"A","E",2.28,2.25,NA,NA,NA,NA,NA,NA,NA,NA,2.27,17.38,19.25,41.51,28.93,"Y",0,0,0,157,26,"6/5/2015",76.5
"185","4_2_2",8,"RMC","10/19/2016",NA,"7/24/2015",4,2,2,"A","E",2.16,2.06,NA,NA,NA,NA,NA,NA,NA,NA,2.11,19.99,17.95,36.11,26.71,"Y",0,0,0,122,9,"6/5/2015",76.5
"186","4_2_2",8,"RMC","11/16/2016",NA,"7/24/2015",4,2,2,"A","E",2.43,2.41,NA,NA,NA,NA,NA,NA,NA,NA,2.42,17.65,23.56,41.51,28.93,"Y",0,0,0,157,26,"6/5/2015",76.5
"187","4_2_2",9,"RMC","10/19/2016",NA,"7/24/2015",4,2,2,"A","E",1.91,1.97,NA,NA,NA,NA,NA,NA,NA,NA,1.94,14.92,23.44,36.11,26.71,"Y",0,0,0,122,9,"6/5/2015",76.5
"188","4_2_2",9,"RMC","11/16/2016",NA,"7/24/2015",4,2,2,"A","E",2.41,2.35,NA,NA,NA,NA,NA,NA,NA,NA,2.38,16.97,15.65,41.51,28.93,"Y",0,0,0,157,26,"6/5/2015",76.5
"189","4_2_2",10,"RMC","10/19/2016",NA,"7/24/2015",4,2,2,"A","E",2.19,2.06,2.18,NA,NA,NA,NA,NA,NA,NA,2.19,19,22.37,36.11,26.71,"Y",0,0,0,122,9,"6/5/2015",76.5
"190","4_2_2",10,"RMC","11/16/2016",NA,"7/24/2015",4,2,2,"A","E",2.47,2.53,NA,NA,NA,NA,NA,NA,NA,NA,2.5,17.63,20.33,41.51,28.93,"Y",0,0,0,157,26,"6/5/2015",76.5
"191","5_1_1",1,"RMC","2/22/2016","sticky seeds, head is moldy","7/24/2015",5,1,1,"A","CTL",1.47,1.53,NA,NA,NA,NA,NA,NA,NA,NA,1.5,19.15,22.81,49.19,31.2,"Y",0,0,0,267,25,NA,85.1
"192","5_1_1",1,"RMC","2/25/2016","2 R. Conicus","7/24/2015",5,1,1,"A","CTL",1.9,1.91,NA,NA,NA,NA,NA,NA,NA,NA,1.91,16.32,20.82,48.38,36.09,"N",2,0,2,163,65,NA,85.1
"193","5_1_1",2,"RMC","2/25/2016","2 R. Conicus","7/24/2015",5,1,1,"A","CTL",2.03,2.03,NA,NA,NA,NA,NA,NA,NA,NA,2.03,19.34,30.93,48.38,36.09,"N",2,0,2,163,65,NA,85.1
"194","5_1_1",3,"RMC","2/25/2016","2 R. Conicus","7/24/2015",5,1,1,"A","CTL",1.91,1.9,NA,NA,NA,NA,NA,NA,NA,NA,1.91,16.75,27.68,48.38,36.09,"N",2,0,2,163,65,NA,85.1
"195","5_1_1",4,"RMC","2/25/2016","2 R. Conicus","7/24/2015",5,1,1,"A","CTL",1.69,1.75,NA,NA,NA,NA,NA,NA,NA,NA,1.72,15.91,11.6,48.38,36.09,"N",2,0,2,163,65,NA,85.1
"196","5_1_1",5,"RMC","2/25/2016","2 R. Conicus","7/24/2015",5,1,1,"A","CTL",1.93,1.9,NA,NA,NA,NA,NA,NA,NA,NA,1.92,8.81,28.08,48.38,36.09,"N",2,0,2,163,65,NA,85.1
