"","PlantID","Seed","Observer","Date","Notes","Harvest","Block","Plot","Position","Warming","Mow","DT1","DT2","DT3","DT4","DT5","DT6","DT7","DT8","DT9","DT10","DT.Avg","SeedLength","SeedWidth","FieldDiameter","Diameter","Peduncle.","Emrg","eggCases","Cysts","goodSeed","badSeed","DateMowed","MaxHeightPostMow"
"197","5_1_1",6,"RMC","2/25/2016","2 R. Conicus","7/24/2015",5,1,1,"A","CTL",1.41,1.37,NA,NA,NA,NA,NA,NA,NA,NA,1.39,22.78,14.17,48.38,36.09,"N",2,0,2,163,65,NA,85.1
"198","5_1_2",1,"RMC","3/28/2016","2 R. Conicus","7/17/2015",5,1,2,"A","E",1.93,2.07,1.97,NA,NA,NA,NA,NA,NA,NA,1.95,16.86,15.88,44.76,32.6,"Y",0,0,2,175,8,"5/29/2015",74.9
"199","5_1_2",1,"RMC","3/17/2016","1 R. Conicus","7/17/2015",5,1,2,"A","E",2.4,2.38,NA,NA,NA,NA,NA,NA,NA,NA,2.39,14.59,21.19,41.36,30.52,"Y",0,1,1,85,61,"5/29/2015",74.9
"200","5_1_2",2,"RMC","3/17/2016","1 R. Conicus","7/17/2015",5,1,2,"A","E",1.9,2,NA,NA,NA,NA,NA,NA,NA,NA,1.95,14.86,22.04,41.36,30.52,"Y",0,1,1,85,61,"5/29/2015",74.9
"201","5_1_2",2,"RMC","3/28/2016","2 R. Conicus","7/17/2015",5,1,2,"A","E",2.06,2.22,2.12,NA,NA,NA,NA,NA,NA,NA,2.09,12.93,19.09,44.76,32.6,"Y",0,0,2,175,8,"5/29/2015",74.9
"202","5_1_2",3,"RMC","3/28/2016","2 R. Conicus","7/17/2015",5,1,2,"A","E",2.47,2.57,NA,NA,NA,NA,NA,NA,NA,NA,2.52,17.09,20.79,44.76,32.6,"Y",0,0,2,175,8,"5/29/2015",74.9
"203","5_1_2",3,"RMC","3/17/2016","1 R. Conicus","7/17/2015",5,1,2,"A","E",2.56,2.53,NA,NA,NA,NA,NA,NA,NA,NA,2.55,17.86,25.34,41.36,30.52,"Y",0,1,1,85,61,"5/29/2015",74.9
"204","5_1_2",4,"RMC","3/28/2016","2 R. Conicus","7/17/2015",5,1,2,"A","E",2.37,2.35,NA,NA,NA,NA,NA,NA,NA,NA,2.36,15.25,22.75,44.76,32.6,"Y",0,0,2,175,8,"5/29/2015",74.9
"205","5_1_2",4,"RMC","3/17/2016","1 R. Conicus","7/17/2015",5,1,2,"A","E",2.5,2.53,NA,NA,NA,NA,NA,NA,NA,NA,2.52,17.02,22.04,41.36,30.52,"Y",0,1,1,85,61,"5/29/2015",74.9
"206","5_1_2",5,"RMC","3/28/2016","2 R. Conicus","7/17/2015",5,1,2,"A","E",2.59,2.56,NA,NA,NA,NA,NA,NA,NA,NA,2.58,13.74,21.77,44.76,32.6,"Y",0,0,2,175,8,"5/29/2015",74.9
"207","5_1_2",5,"RMC","3/17/2016","1 R. Conicus","7/17/2015",5,1,2,"A","E",2.65,2.31,2.59,NA,NA,NA,NA,NA,NA,NA,2.62,18.59,26.1,41.36,30.52,"Y",0,1,1,85,61,"5/29/2015",74.9
"208","5_1_2",6,"RMC","3/28/2016","2 R. Conicus","7/17/2015",5,1,2,"A","E",2.22,2.16,NA,NA,NA,NA,NA,NA,NA,NA,2.19,16.7,21.25,44.76,32.6,"Y",0,0,2,175,8,"5/29/2015",74.9
"209","5_1_2",6,"RMC","3/17/2016","1 R. Conicus","7/17/2015",5,1,2,"A","E",2.84,2.82,NA,NA,NA,NA,NA,NA,NA,NA,2.83,16.49,20.07,41.36,30.52,"Y",0,1,1,85,61,"5/29/2015",74.9
"210","5_1_2",7,"RMC","3/28/2016","2 R. Conicus","7/17/2015",5,1,2,"A","E",2.19,2.18,NA,NA,NA,NA,NA,NA,NA,NA,2.19,15.44,15.51,44.76,32.6,"Y",0,0,2,175,8,"5/29/2015",74.9
"211","5_1_2",7,"RMC","3/17/2016","1 R. Conicus","7/17/2015",5,1,2,"A","E",2.75,2.69,NA,NA,NA,NA,NA,NA,NA,NA,2.72,15.59,24.31,41.36,30.52,"Y",0,1,1,85,61,"5/29/2015",74.9
"212","5_1_2",8,"RMC","3/17/2016","1 R. Conicus","7/17/2015",5,1,2,"A","E",2.47,2.47,NA,NA,NA,NA,NA,NA,NA,NA,2.47,16.96,25.2,41.36,30.52,"Y",0,1,1,85,61,"5/29/2015",74.9
"213","5_1_2",8,"RMC","3/28/2016","2 R. Conicus","7/17/2015",5,1,2,"A","E",2.6,2.57,NA,NA,NA,NA,NA,NA,NA,NA,2.59,16.42,20.62,44.76,32.6,"Y",0,0,2,175,8,"5/29/2015",74.9
"214","5_1_2",9,"RMC","3/17/2016","1 R. Conicus","7/17/2015",5,1,2,"A","E",2.47,2.6,2.63,NA,NA,NA,NA,NA,NA,NA,2.62,18.79,24.37,41.36,30.52,"Y",0,1,1,85,61,"5/29/2015",74.9
"215","5_1_2",9,"RMC","3/28/2016","2 R. Conicus","7/17/2015",5,1,2,"A","E",3.19,2.94,3,NA,NA,NA,NA,NA,NA,NA,2.97,16.91,24.09,44.76,32.6,"Y",0,0,2,175,8,"5/29/2015",74.9
"216","5_1_2",10,"RMC","3/17/2016","1 R. Conicus","7/17/2015",5,1,2,"A","E",2.62,2.65,NA,NA,NA,NA,NA,NA,NA,NA,2.64,16.91,20.42,41.36,30.52,"Y",0,1,1,85,61,"5/29/2015",74.9
"217","5_1_2",10,"RMC","3/28/2016","2 R. Conicus","7/17/2015",5,1,2,"A","E",2.81,2.75,NA,NA,NA,NA,NA,NA,NA,NA,2.78,16.86,20.22,44.76,32.6,"Y",0,0,2,175,8,"5/29/2015",74.9
"218","5_2_1",1,"RMC","2/18/2016",NA,"7/31/2015",5,2,1,"W","L",1.81,1.84,NA,NA,NA,NA,NA,NA,NA,NA,1.83,16.66,17.42,33.95,24.27,"Y",0,1,0,48,28,"6/19/2015",40.3
"219","5_2_1",2,"RMC","2/18/2016",NA,"7/31/2015",5,2,1,"W","L",1.87,1.9,NA,NA,NA,NA,NA,NA,NA,NA,1.89,17.81,20.84,33.95,24.27,"Y",0,1,0,48,28,"6/19/2015",40.3
"220","5_2_1",3,"RMC","2/18/2016",NA,"7/31/2015",5,2,1,"W","L",1.75,1.81,NA,NA,NA,NA,NA,NA,NA,NA,1.78,16.89,16.19,33.95,24.27,"Y",0,1,0,48,28,"6/19/2015",40.3
"221","5_2_1",4,"RMC","2/18/2016",NA,"7/31/2015",5,2,1,"W","L",2.15,2.13,NA,NA,NA,NA,NA,NA,NA,NA,2.14,16.16,20.96,33.95,24.27,"Y",0,1,0,48,28,"6/19/2015",40.3
"222","5_2_1",5,"RMC","2/18/2016",NA,"7/31/2015",5,2,1,"W","L",1.97,2.06,NA,NA,NA,NA,NA,NA,NA,NA,2.02,14.81,18.15,33.95,24.27,"Y",0,1,0,48,28,"6/19/2015",40.3
"223","5_2_1",6,"RMC","2/18/2016",NA,"7/31/2015",5,2,1,"W","L",1.87,1.84,NA,NA,NA,NA,NA,NA,NA,NA,1.86,16.31,18.86,33.95,24.27,"Y",0,1,0,48,28,"6/19/2015",40.3
"224","5_2_1",7,"RMC","2/18/2016",NA,"7/31/2015",5,2,1,"W","L",1.9,1.94,NA,NA,NA,NA,NA,NA,NA,NA,1.92,17.5,17.81,33.95,24.27,"Y",0,1,0,48,28,"6/19/2015",40.3
"225","5_2_1",8,"RMC","2/18/2016",NA,"7/31/2015",5,2,1,"W","L",1.71,1.91,1.84,NA,NA,NA,NA,NA,NA,NA,1.88,16.93,15.26,33.95,24.27,"Y",0,1,0,48,28,"6/19/2015",40.3
"226","5_2_1",9,"RMC","2/18/2016",NA,"7/31/2015",5,2,1,"W","L",2.16,2.25,NA,NA,NA,NA,NA,NA,NA,NA,2.21,14.61,18.77,33.95,24.27,"Y",0,1,0,48,28,"6/19/2015",40.3
"227","5_2_1",10,"RMC","2/18/2016",NA,"7/31/2015",5,2,1,"W","L",2.19,2.22,NA,NA,NA,NA,NA,NA,NA,NA,2.21,14.84,21.59,33.95,24.27,"Y",0,1,0,48,28,"6/19/2015",40.3
"228","5_2_2",1,"RMC","2/15/2016","sticky seeds","7/17/2015",5,2,2,"W","CTL",1.71,1.72,NA,NA,NA,NA,NA,NA,NA,NA,1.72,19.23,17.84,38.51,27.65,"Y",0,0,0,188,18,NA,52.3
"229","5_2_2",1,"RMC","3/14/2016",NA,"7/17/2015",5,2,2,"W","CTL",1.91,1.62,1.78,1.78,NA,NA,NA,NA,NA,NA,1.78,14.79,13.92,30.42,23.13,"Y",0,0,0,72,50,NA,52.3
"230","5_2_2",2,"RMC","2/15/2016","sticky seeds","7/17/2015",5,2,2,"W","CTL",1.78,1.75,NA,NA,NA,NA,NA,NA,NA,NA,1.77,19.74,19.39,38.51,27.65,"Y",0,0,0,188,18,NA,52.3
"231","5_2_2",2,"RMC","3/14/2016",NA,"7/17/2015",5,2,2,"W","CTL",2.1,2.09,NA,NA,NA,NA,NA,NA,NA,NA,2.1,16.23,18.97,30.42,23.13,"Y",0,0,0,72,50,NA,52.3
"232","5_2_2",3,"RMC","3/14/2016",NA,"7/17/2015",5,2,2,"W","CTL",1.9,1.85,NA,NA,NA,NA,NA,NA,NA,NA,1.88,15.56,15.96,30.42,23.13,"Y",0,0,0,72,50,NA,52.3
"233","5_2_2",3,"RMC","2/15/2016","sticky seeds","7/17/2015",5,2,2,"W","CTL",2.12,2.06,NA,NA,NA,NA,NA,NA,NA,NA,2.09,19.98,26.8,38.51,27.65,"Y",0,0,0,188,18,NA,52.3
"234","5_2_2",4,"RMC","2/15/2016","sticky seeds","7/17/2015",5,2,2,"W","CTL",2.13,2.09,NA,NA,NA,NA,NA,NA,NA,NA,2.11,19.65,27.65,38.51,27.65,"Y",0,0,0,188,18,NA,52.3
"235","5_2_2",4,"RMC","3/14/2016",NA,"7/17/2015",5,2,2,"W","CTL",2.6,2.53,NA,NA,NA,NA,NA,NA,NA,NA,2.57,16.29,17.51,30.42,23.13,"Y",0,0,0,72,50,NA,52.3
"236","5_2_2",5,"RMC","2/15/2016","sticky seeds","7/17/2015",5,2,2,"W","CTL",1.72,1.88,1.75,NA,NA,NA,NA,NA,NA,NA,1.74,20.26,19.38,38.51,27.65,"Y",0,0,0,188,18,NA,52.3
"237","5_2_2",5,"RMC","3/14/2016",NA,"7/17/2015",5,2,2,"W","CTL",1.75,1.75,NA,NA,NA,NA,NA,NA,NA,NA,1.75,15.19,13.36,30.42,23.13,"Y",0,0,0,72,50,NA,52.3
"238","5_2_2",6,"RMC","3/14/2016",NA,"7/17/2015",5,2,2,"W","CTL",1.6,1.59,NA,NA,NA,NA,NA,NA,NA,NA,1.6,11.73,15.29,30.42,23.13,"Y",0,0,0,72,50,NA,52.3
"239","5_2_2",6,"RMC","2/15/2016","sticky seeds","7/17/2015",5,2,2,"W","CTL",1.93,1.88,NA,NA,NA,NA,NA,NA,NA,NA,1.91,19.19,26.81,38.51,27.65,"Y",0,0,0,188,18,NA,52.3
"240","5_2_2",7,"RMC","2/15/2016","sticky seeds","7/17/2015",5,2,2,"W","CTL",2,1.97,NA,NA,NA,NA,NA,NA,NA,NA,1.99,19.35,18.71,38.51,27.65,"Y",0,0,0,188,18,NA,52.3
"241","5_2_2",7,"RMC","3/14/2016",NA,"7/17/2015",5,2,2,"W","CTL",2.47,2.34,2.15,2.16,NA,NA,NA,NA,NA,NA,2.16,13.11,18.74,30.42,23.13,"Y",0,0,0,72,50,NA,52.3
"242","5_2_2",8,"RMC","2/15/2016","sticky seeds","7/17/2015",5,2,2,"W","CTL",1.65,1.72,NA,NA,NA,NA,NA,NA,NA,NA,1.69,18.17,17.01,38.51,27.65,"Y",0,0,0,188,18,NA,52.3
"243","5_2_2",8,"RMC","3/14/2016",NA,"7/17/2015",5,2,2,"W","CTL",2,2.25,2.19,NA,NA,NA,NA,NA,NA,NA,2.22,13.2,17.55,30.42,23.13,"Y",0,0,0,72,50,NA,52.3
"244","5_2_2",9,"RMC","2/15/2016","sticky seeds","7/17/2015",5,2,2,"W","CTL",1.81,1.84,NA,NA,NA,NA,NA,NA,NA,NA,1.83,18.42,18.17,38.51,27.65,"Y",0,0,0,188,18,NA,52.3
"245","5_2_2",9,"RMC","3/14/2016",NA,"7/17/2015",5,2,2,"W","CTL",1.87,1.84,NA,NA,NA,NA,NA,NA,NA,NA,1.86,14.08,13.51,30.42,23.13,"Y",0,0,0,72,50,NA,52.3
"246","5_2_2",10,"RMC","2/15/2016","sticky seeds","7/17/2015",5,2,2,"W","CTL",1.72,1.75,NA,NA,NA,NA,NA,NA,NA,NA,1.74,19.81,18.56,38.51,27.65,"Y",0,0,0,188,18,NA,52.3
"247","5_2_2",10,"RMC","3/14/2016",NA,"7/17/2015",5,2,2,"W","CTL",1.82,1.87,NA,NA,NA,NA,NA,NA,NA,NA,1.85,15.41,14.54,30.42,23.13,"Y",0,0,0,72,50,NA,52.3
"248","5_2_3",1,"RMC","2/29/2016",NA,"8/7/2015",5,2,3,"W","E",1,0.94,NA,NA,NA,NA,NA,NA,NA,NA,0.97,10.8,9.03,36.46,29.42,"Y",0,0,0,98,107,"6/12/2015",72.6
"249","5_2_3",1,"RMC","3/21/2016",NA,"8/7/2015",5,2,3,"W","E",1.25,1.25,NA,NA,NA,NA,NA,NA,NA,NA,1.25,11.02,19.14,42.48,28.51,"Y",0,0,0,219,12,"6/12/2015",72.6
"250","5_2_3",2,"RMC","2/29/2016",NA,"8/7/2015",5,2,3,"W","E",1.25,1.31,NA,NA,NA,NA,NA,NA,NA,NA,1.28,10.79,12.47,36.46,29.42,"Y",0,0,0,98,107,"6/12/2015",72.6
"251","5_2_3",3,"RMC","2/29/2016",NA,"8/7/2015",5,2,3,"W","E",1.09,1.12,NA,NA,NA,NA,NA,NA,NA,NA,1.11,16.19,12.51,36.46,29.42,"Y",0,0,0,98,107,"6/12/2015",72.6
"252","5_2_3",4,"RMC","2/29/2016",NA,"8/7/2015",5,2,3,"W","E",1.04,1.1,NA,NA,NA,NA,NA,NA,NA,NA,1.07,16.25,12.67,36.46,29.42,"Y",0,0,0,98,107,"6/12/2015",72.6
"253","5_2_3",5,"RMC","2/29/2016",NA,"8/7/2015",5,2,3,"W","E",1.72,1.66,NA,NA,NA,NA,NA,NA,NA,NA,1.69,13.86,17.75,36.46,29.42,"Y",0,0,0,98,107,"6/12/2015",72.6
"254","5_2_3",6,"RMC","2/29/2016",NA,"8/7/2015",5,2,3,"W","E",1.37,1.47,NA,NA,NA,NA,NA,NA,NA,NA,1.42,16.04,15.58,36.46,29.42,"Y",0,0,0,98,107,"6/12/2015",72.6
"255","5_2_3",7,"RMC","2/29/2016",NA,"8/7/2015",5,2,3,"W","E",1.28,1.37,NA,NA,NA,NA,NA,NA,NA,NA,1.33,12.54,17.44,36.46,29.42,"Y",0,0,0,98,107,"6/12/2015",72.6
"256","6_1_3",1,"RMC","4/14/2016",NA,"7/17/2015",6,1,3,"A","CTL",1.44,1.4,NA,NA,NA,NA,NA,NA,NA,NA,1.42,16.07,15.73,43.59,34.89,"Y",0,0,0,179,50,NA,76.9
"257","6_1_3",1,"RMC","4/7/2016",NA,"7/17/2015",6,1,3,"A","CTL",2.46,2.63,2.69,NA,NA,NA,NA,NA,NA,NA,2.66,14.29,17.04,47.75,35.57,"Y",0,0,0,0,265,NA,76.9
"258","6_1_3",2,"RMC","4/14/2016",NA,"7/17/2015",6,1,3,"A","CTL",1.28,1.34,NA,NA,NA,NA,NA,NA,NA,NA,1.32,15.27,12.29,43.59,34.89,"Y",0,0,0,179,50,NA,76.9
"259","6_1_3",2,"RMC","4/7/2016",NA,"7/17/2015",6,1,3,"A","CTL",2.35,2.38,NA,NA,NA,NA,NA,NA,NA,NA,2.37,13.74,18.56,47.75,35.57,"Y",0,0,0,0,265,NA,76.9
"260","6_1_3",3,"RMC","4/14/2016",NA,"7/17/2015",6,1,3,"A","CTL",1.63,1.65,NA,NA,NA,NA,NA,NA,NA,NA,1.64,18.51,18.72,43.59,34.89,"Y",0,0,0,179,50,NA,76.9
"261","6_1_3",3,"RMC","4/7/2016",NA,"7/17/2015",6,1,3,"A","CTL",2.06,2.15,NA,NA,NA,NA,NA,NA,NA,NA,2.11,18.75,15.37,47.75,35.57,"Y",0,0,0,0,265,NA,76.9
"262","6_1_3",4,"RMC","4/14/2016",NA,"7/17/2015",6,1,3,"A","CTL",1.62,1.66,NA,NA,NA,NA,NA,NA,NA,NA,1.64,14.64,14.47,43.59,34.89,"Y",0,0,0,179,50,NA,76.9
"263","6_1_3",4,"RMC","4/7/2016",NA,"7/17/2015",6,1,3,"A","CTL",1.78,1.87,NA,NA,NA,NA,NA,NA,NA,NA,1.83,18.45,17.44,47.75,35.57,"Y",0,0,0,0,265,NA,76.9
"264","6_1_3",5,"RMC","4/14/2016",NA,"7/17/2015",6,1,3,"A","CTL",1.6,1.66,NA,NA,NA,NA,NA,NA,NA,NA,1.63,17.65,17.9,43.59,34.89,"Y",0,0,0,179,50,NA,76.9
"265","6_1_3",5,"RMC","4/7/2016",NA,"7/17/2015",6,1,3,"A","CTL",2.16,2.12,NA,NA,NA,NA,NA,NA,NA,NA,2.14,17.64,16.07,47.75,35.57,"Y",0,0,0,0,265,NA,76.9
"266","6_1_3",6,"RMC","4/14/2016",NA,"7/17/2015",6,1,3,"A","CTL",1.13,1.21,NA,NA,NA,NA,NA,NA,NA,NA,1.17,15.87,10.99,43.59,34.89,"Y",0,0,0,179,50,NA,76.9
"267","6_1_3",6,"RMC","4/7/2016",NA,"7/17/2015",6,1,3,"A","CTL",2.94,2.9,NA,NA,NA,NA,NA,NA,NA,NA,2.92,18.81,18.11,47.75,35.57,"Y",0,0,0,0,265,NA,76.9
"268","6_1_3",7,"RMC","4/14/2016",NA,"7/17/2015",6,1,3,"A","CTL",1.94,1.87,NA,NA,NA,NA,NA,NA,NA,NA,1.91,18.05,17.54,43.59,34.89,"Y",0,0,0,179,50,NA,76.9
"269","6_1_3",7,"RMC","4/7/2016",NA,"7/17/2015",6,1,3,"A","CTL",2,1.88,2.07,NA,NA,NA,NA,NA,NA,NA,2.04,18.01,15.54,47.75,35.57,"Y",0,0,0,0,265,NA,76.9
"270","6_1_3",8,"RMC","4/14/2016",NA,"7/17/2015",6,1,3,"A","CTL",2.09,2.06,NA,NA,NA,NA,NA,NA,NA,NA,2.08,18.6,20.4,43.59,34.89,"Y",0,0,0,179,50,NA,76.9
"271","6_1_3",8,"RMC","4/7/2016",NA,"7/17/2015",6,1,3,"A","CTL",3.06,3.19,3.07,NA,NA,NA,NA,NA,NA,NA,3.07,14.93,18.1,47.75,35.57,"Y",0,0,0,0,265,NA,76.9
"272","6_1_3",9,"RMC","4/14/2016",NA,"7/17/2015",6,1,3,"A","CTL",1.69,1.87,1.78,1.75,NA,NA,NA,NA,NA,NA,1.72,14.8,19.16,43.59,34.89,"Y",0,0,0,179,50,NA,76.9
"273","6_1_3",9,"RMC","4/7/2016",NA,"7/17/2015",6,1,3,"A","CTL",2.19,2.24,NA,NA,NA,NA,NA,NA,NA,NA,2.22,14.94,15.86,47.75,35.57,"Y",0,0,0,0,265,NA,76.9
"274","6_1_3",10,"RMC","4/7/2016",NA,"7/17/2015",6,1,3,"A","CTL",2.59,2.68,NA,NA,NA,NA,NA,NA,NA,NA,2.64,18.79,22.16,47.75,35.57,"Y",0,0,0,0,265,NA,76.9
"275","6_2_3",1,"RMC","3/31/2016",NA,"7/31/2015",6,2,3,"W","E",1.16,1.1,NA,NA,NA,NA,NA,NA,NA,NA,1.13,18.05,17.33,43.69,31.1,"Y",0,0,0,178,4,"6/5/2015",86.1
"276","6_2_3",1,"RMC","4/7/2016",NA,"7/31/2015",6,2,3,"W","E",1.41,1.44,NA,NA,NA,NA,NA,NA,NA,NA,1.43,18.33,16.19,41.46,32.9,"Y",0,0,0,131,79,"6/5/2015",86.1
"277","6_2_3",2,"RMC","4/7/2016",NA,"7/31/2015",6,2,3,"W","E",1.32,1.34,NA,NA,NA,NA,NA,NA,NA,NA,1.33,18.47,16.43,41.46,32.9,"Y",0,0,0,131,79,"6/5/2015",86.1
"278","6_2_3",2,"RMC","3/31/2016",NA,"7/31/2015",6,2,3,"W","E",1.72,1.72,NA,NA,NA,NA,NA,NA,NA,NA,1.72,19.26,18.69,43.69,31.1,"Y",0,0,0,178,4,"6/5/2015",86.1
"279","6_2_3",3,"RMC","3/31/2016",NA,"7/31/2015",6,2,3,"W","E",1.53,1.53,NA,NA,NA,NA,NA,NA,NA,NA,1.53,18.87,17.5,43.69,31.1,"Y",0,0,0,178,4,"6/5/2015",86.1
"280","6_2_3",4,"RMC","3/31/2016",NA,"7/31/2015",6,2,3,"W","E",1.69,1.65,NA,NA,NA,NA,NA,NA,NA,NA,1.67,18.44,20.69,43.69,31.1,"Y",0,0,0,178,4,"6/5/2015",86.1
"281","6_2_3",5,"RMC","3/31/2016",NA,"7/31/2015",6,2,3,"W","E",0.94,0.97,NA,NA,NA,NA,NA,NA,NA,NA,0.96,16.35,14.55,43.69,31.1,"Y",0,0,0,178,4,"6/5/2015",86.1
"282","6_2_3",6,"RMC","3/31/2016",NA,"7/31/2015",6,2,3,"W","E",1.25,1.28,NA,NA,NA,NA,NA,NA,NA,NA,1.27,16.59,18.28,43.69,31.1,"Y",0,0,0,178,4,"6/5/2015",86.1
"283","6_2_3",7,"RMC","3/31/2016",NA,"7/31/2015",6,2,3,"W","E",1.19,1.19,NA,NA,NA,NA,NA,NA,NA,NA,1.19,13.8,19.29,43.69,31.1,"Y",0,0,0,178,4,"6/5/2015",86.1
"284","6_2_3",8,"RMC","3/31/2016",NA,"7/31/2015",6,2,3,"W","E",1.53,1.5,NA,NA,NA,NA,NA,NA,NA,NA,1.52,19.93,16.29,43.69,31.1,"Y",0,0,0,178,4,"6/5/2015",86.1
"285","6_2_3",9,"RMC","3/31/2016",NA,"7/31/2015",6,2,3,"W","E",1.6,1.59,NA,NA,NA,NA,NA,NA,NA,NA,1.6,18.8,19.17,43.69,31.1,"Y",0,0,0,178,4,"6/5/2015",86.1
"286","7_1_1",1,"RMC","11/6/2015",NA,"7/17/2015",7,1,1,"W","CTL",1.68,1.75,NA,NA,NA,NA,NA,NA,NA,NA,1.72,20.56,20.38,37.47,29.9,"Y",0,0,0,56,89,NA,81.3
"287","7_1_1",1,"RMC","10/30/2015","sticky seeds","7/17/2015",7,1,1,"W","CTL",1.91,1.96,NA,NA,NA,NA,NA,NA,NA,NA,1.94,20.98,20.85,40.91,32.58,"Y",0,0,0,208,35,NA,81.3
"288","7_1_1",2,"RMC","10/30/2015","sticky seeds","7/17/2015",7,1,1,"W","CTL",1.75,1.81,NA,NA,NA,NA,NA,NA,NA,NA,1.78,13.49,19.56,40.91,32.58,"Y",0,0,0,208,35,NA,81.3
"289","7_1_1",2,"RMC","11/6/2015",NA,"7/17/2015",7,1,1,"W","CTL",2.16,2.25,NA,NA,NA,NA,NA,NA,NA,NA,2.21,16.63,17.55,37.47,29.9,"Y",0,0,0,56,89,NA,81.3
"290","7_1_1",3,"RMC","11/6/2015",NA,"7/17/2015",7,1,1,"W","CTL",2.38,2.41,NA,NA,NA,NA,NA,NA,NA,NA,2.4,17.41,15,37.47,29.9,"Y",0,0,0,56,89,NA,81.3
"291","7_1_1",4,"RMC","11/6/2015",NA,"7/17/2015",7,1,1,"W","CTL",2.31,2.25,NA,NA,NA,NA,NA,NA,NA,NA,2.28,16.18,18.87,37.47,29.9,"Y",0,0,0,56,89,NA,81.3
"292","7_1_1",5,"RMC","11/6/2015",NA,"7/17/2015",7,1,1,"W","CTL",2.65,2.75,NA,NA,NA,NA,NA,NA,NA,NA,2.7,19.08,22.84,37.47,29.9,"Y",0,0,0,56,89,NA,81.3
"293","7_1_1",6,"RMC","11/6/2015",NA,"7/17/2015",7,1,1,"W","CTL",2.59,2.6,NA,NA,NA,NA,NA,NA,NA,NA,2.6,20.76,22.47,37.47,29.9,"Y",0,0,0,56,89,NA,81.3
"294","7_1_1",7,"RMC","11/6/2015",NA,"7/17/2015",7,1,1,"W","CTL",1.97,1.88,NA,NA,NA,NA,NA,NA,NA,NA,1.93,18.85,13.58,37.47,29.9,"Y",0,0,0,56,89,NA,81.3
"295","7_1_1",8,"RMC","11/6/2015",NA,"7/17/2015",7,1,1,"W","CTL",2.9,2.81,NA,NA,NA,NA,NA,NA,NA,NA,2.86,14.36,22.32,37.47,29.9,"Y",0,0,0,56,89,NA,81.3
