"","PlantID","Seed","Observer","Date","Notes","Harvest","Block","Plot","Position","Warming","Mow","DT1","DT2","DT3","DT4","DT5","DT6","DT7","DT8","DT9","DT10","DT.Avg","SeedLength","SeedWidth","FieldDiameter","Diameter","Peduncle.","Emrg","eggCases","Cysts","goodSeed","badSeed","DateMowed","MaxHeightPostMow"
"296","7_1_2",1,"RMC","10/29/2015","1 R. conicus","7/24/2015",7,1,2,"W","E",1.87,1.87,NA,NA,NA,NA,NA,NA,NA,NA,1.87,17.46,23.48,42.09,33.32,"Y",1,0,1,129,58,"6/5/2015",67.5
"297","7_1_2",1,"RMC","10/27/2015","1 R. conicus","7/24/2015",7,1,2,"W","E",1.97,2.03,NA,NA,NA,NA,NA,NA,NA,NA,2,12.49,18.98,31.81,24.36,"Y",1,0,1,42,48,"6/5/2015",67.5
"298","7_1_2",2,"RMC","10/29/2015","1 R. conicus","7/24/2015",7,1,2,"W","E",1.94,1.94,NA,NA,NA,NA,NA,NA,NA,NA,1.94,19.51,19.64,42.09,33.32,"Y",1,0,1,129,58,"6/5/2015",67.5
"299","7_1_2",2,"RMC","10/27/2015","1 R. conicus","7/24/2015",7,1,2,"W","E",2.06,1.93,2.03,NA,NA,NA,NA,NA,NA,NA,2.05,13.69,14.95,31.81,24.36,"Y",1,0,1,42,48,"6/5/2015",67.5
"300","7_1_2",3,"RMC","10/29/2015","1 R. conicus","7/24/2015",7,1,2,"W","E",1.81,1.97,1.97,NA,NA,NA,NA,NA,NA,NA,1.97,20.05,20.9,42.09,33.32,"Y",1,0,1,129,58,"6/5/2015",67.5
"301","7_1_2",3,"RMC","10/27/2015","1 R. conicus","7/24/2015",7,1,2,"W","E",1.91,1.94,NA,NA,NA,NA,NA,NA,NA,NA,1.93,13.92,13.92,31.81,24.36,"Y",1,0,1,42,48,"6/5/2015",67.5
"302","7_1_2",4,"RMC","10/29/2015","1 R. conicus","7/24/2015",7,1,2,"W","E",0.97,1.16,1.07,NA,NA,NA,NA,NA,NA,NA,1.12,14.57,11.46,42.09,33.32,"Y",1,0,1,129,58,"6/5/2015",67.5
"303","7_1_2",4,"RMC","10/27/2015","1 R. conicus","7/24/2015",7,1,2,"W","E",2.15,2.15,NA,NA,NA,NA,NA,NA,NA,NA,2.15,14.46,13.26,31.81,24.36,"Y",1,0,1,42,48,"6/5/2015",67.5
"304","7_1_2",5,"RMC","10/27/2015","1 R. conicus","7/24/2015",7,1,2,"W","E",1.78,1.82,NA,NA,NA,NA,NA,NA,NA,NA,1.8,12.82,13.36,31.81,24.36,"Y",1,0,1,42,48,"6/5/2015",67.5
"305","7_1_2",5,"RMC","10/29/2015","1 R. conicus","7/24/2015",7,1,2,"W","E",2,1.97,NA,NA,NA,NA,NA,NA,NA,NA,1.99,16.32,22.8,42.09,33.32,"Y",1,0,1,129,58,"6/5/2015",67.5
"306","7_1_2",6,"RMC","10/29/2015","1 R. conicus","7/24/2015",7,1,2,"W","E",1.56,1.6,NA,NA,NA,NA,NA,NA,NA,NA,1.58,18.75,20.22,42.09,33.32,"Y",1,0,1,129,58,"6/5/2015",67.5
"307","7_1_2",6,"RMC","10/27/2015","1 R. conicus","7/24/2015",7,1,2,"W","E",1.94,2.09,2.03,NA,NA,NA,NA,NA,NA,NA,2.06,14.33,15.63,31.81,24.36,"Y",1,0,1,42,48,"6/5/2015",67.5
"308","7_1_2",7,"RMC","10/29/2015","1 R. conicus","7/24/2015",7,1,2,"W","E",1.87,1.87,NA,NA,NA,NA,NA,NA,NA,NA,1.87,16.92,17.76,42.09,33.32,"Y",1,0,1,129,58,"6/5/2015",67.5
"309","7_1_2",7,"RMC","10/27/2015","1 R. conicus","7/24/2015",7,1,2,"W","E",3.03,3.07,NA,NA,NA,NA,NA,NA,NA,NA,3.05,14.14,15.67,31.81,24.36,"Y",1,0,1,42,48,"6/5/2015",67.5
"310","7_1_2",8,"RMC","10/29/2015","1 R. conicus","7/24/2015",7,1,2,"W","E",1.32,1.31,NA,NA,NA,NA,NA,NA,NA,NA,1.32,13.66,20.24,42.09,33.32,"Y",1,0,1,129,58,"6/5/2015",67.5
"311","7_1_2",8,"RMC","10/27/2015","1 R. conicus","7/24/2015",7,1,2,"W","E",1.93,2.03,NA,NA,NA,NA,NA,NA,NA,NA,1.98,11.69,16,31.81,24.36,"Y",1,0,1,42,48,"6/5/2015",67.5
"312","7_1_2",9,"RMC","10/27/2015","1 R. conicus","7/24/2015",7,1,2,"W","E",1.66,1.65,NA,NA,NA,NA,NA,NA,NA,NA,1.66,10.95,11.5,31.81,24.36,"Y",1,0,1,42,48,"6/5/2015",67.5
"313","7_1_2",9,"RMC","10/29/2015","1 R. conicus","7/24/2015",7,1,2,"W","E",1.69,1.69,NA,NA,NA,NA,NA,NA,NA,NA,1.69,16.5,19.32,42.09,33.32,"Y",1,0,1,129,58,"6/5/2015",67.5
"314","7_1_2",10,"RMC","10/27/2015","1 R. conicus","7/24/2015",7,1,2,"W","E",0.88,0.97,NA,NA,NA,NA,NA,NA,NA,NA,0.93,9.06,2.04,31.81,24.36,"Y",1,0,1,42,48,"6/5/2015",67.5
"315","7_1_2",10,"RMC","10/29/2015","1 R. conicus","7/24/2015",7,1,2,"W","E",2.22,2.1,2.19,NA,NA,NA,NA,NA,NA,NA,2.21,16.89,26.21,42.09,33.32,"Y",1,0,1,129,58,"6/5/2015",67.5
"316","7_2_1",1,"RMC","10/23/2015","sticky seeds","7/31/2015",7,2,1,"A","CTL",1.38,1.41,NA,NA,NA,NA,NA,NA,NA,NA,1.4,17.15,19.4,41.99,32.06,"N",0,0,0,83,133,NA,91.6
"317","7_2_1",1,"RMC","11/5/2015","1 R. conicus, sticky seeds","7/31/2015",7,2,1,"A","CTL",2,2.03,NA,NA,NA,NA,NA,NA,NA,NA,2.02,12.51,22.68,42.1,32.74,"Y",0,0,0,161,116,NA,91.6
"318","7_2_1",2,"RMC","10/23/2015","sticky seeds","7/31/2015",7,2,1,"A","CTL",1.32,1.29,NA,NA,NA,NA,NA,NA,NA,NA,1.31,15.29,17.32,41.99,32.06,"N",0,0,0,83,133,NA,91.6
"319","7_2_1",2,"RMC","11/5/2015","1 R. conicus, sticky seeds","7/31/2015",7,2,1,"A","CTL",1.91,1.88,NA,NA,NA,NA,NA,NA,NA,NA,1.9,17.07,21.97,42.1,32.74,"Y",0,0,0,161,116,NA,91.6
"320","7_2_1",3,"RMC","11/5/2015","1 R. conicus, sticky seeds","7/31/2015",7,2,1,"A","CTL",1.43,1.53,NA,NA,NA,NA,NA,NA,NA,NA,1.48,21.32,18.3,42.1,32.74,"Y",0,0,0,161,116,NA,91.6
"321","7_2_1",3,"RMC","10/23/2015","sticky seeds","7/31/2015",7,2,1,"A","CTL",1.78,1.81,NA,NA,NA,NA,NA,NA,NA,NA,1.8,13.89,23.53,41.99,32.06,"N",0,0,0,83,133,NA,91.6
"322","7_2_1",4,"RMC","10/23/2015","sticky seeds","7/31/2015",7,2,1,"A","CTL",1.82,1.78,NA,NA,NA,NA,NA,NA,NA,NA,1.8,14.94,23.11,41.99,32.06,"N",0,0,0,83,133,NA,91.6
"323","7_2_1",4,"RMC","11/5/2015","1 R. conicus, sticky seeds","7/31/2015",7,2,1,"A","CTL",1.93,1.87,NA,NA,NA,NA,NA,NA,NA,NA,1.9,16.78,22.58,42.1,32.74,"Y",0,0,0,161,116,NA,91.6
"324","7_2_1",5,"RMC","10/23/2015","sticky seeds","7/31/2015",7,2,1,"A","CTL",1.5,1.43,NA,NA,NA,NA,NA,NA,NA,NA,1.47,15.53,19.92,41.99,32.06,"N",0,0,0,83,133,NA,91.6
"325","7_2_1",6,"RMC","10/23/2015","sticky seeds","7/31/2015",7,2,1,"A","CTL",1.44,1.43,NA,NA,NA,NA,NA,NA,NA,NA,1.44,12.94,19.71,41.99,32.06,"N",0,0,0,83,133,NA,91.6
"326","8_1_1",1,"RMC","10/22/2015",NA,"7/24/2015",8,1,1,"W","E",2.16,2.25,NA,NA,NA,NA,NA,NA,NA,NA,2.21,9.71,11.43,32.12,25.81,"Y",0,0,0,29,121,"6/5/2015",46.3
"327","8_1_1",1,"RMC","10/1/2015","mold on head/peduncle","7/24/2015",8,1,1,"W","E",3,3,NA,NA,NA,NA,NA,NA,NA,NA,3,16.38,15.67,31.98,27.05,"Y",0,0,0,74,47,"6/5/2015",46.3
"328","8_1_1",2,"RMC","10/1/2015","mold on head/peduncle","7/24/2015",8,1,1,"W","E",2.06,2.13,NA,NA,NA,NA,NA,NA,NA,NA,2.1,15.78,16.51,31.98,27.05,"Y",0,0,0,74,47,"6/5/2015",46.3
"329","8_1_1",3,"RMC","10/1/2015","mold on head/peduncle","7/24/2015",8,1,1,"W","E",2.9,2.97,NA,NA,NA,NA,NA,NA,NA,NA,2.94,16.3,15.91,31.98,27.05,"Y",0,0,0,74,47,"6/5/2015",46.3
"330","8_1_1",4,"RMC","10/1/2015","mold on head/peduncle","7/24/2015",8,1,1,"W","E",2.31,2.32,NA,NA,NA,NA,NA,NA,NA,NA,2.32,15.39,18.86,31.98,27.05,"Y",0,0,0,74,47,"6/5/2015",46.3
"331","8_1_1",5,"RMC","10/1/2015","mold on head/peduncle","7/24/2015",8,1,1,"W","E",2.56,2.5,NA,NA,NA,NA,NA,NA,NA,NA,2.53,13.09,17.39,31.98,27.05,"Y",0,0,0,74,47,"6/5/2015",46.3
"332","8_1_1",6,"RMC","10/1/2015","mold on head/peduncle","7/24/2015",8,1,1,"W","E",3.18,3.18,NA,NA,NA,NA,NA,NA,NA,NA,3.18,15.38,18.21,31.98,27.05,"Y",0,0,0,74,47,"6/5/2015",46.3
"333","8_1_1",7,"RMC","10/1/2015","mold on head/peduncle","7/24/2015",8,1,1,"W","E",2.07,2.15,NA,NA,NA,NA,NA,NA,NA,NA,2.11,13.9,16.14,31.98,27.05,"Y",0,0,0,74,47,"6/5/2015",46.3
"334","8_1_1",8,"RMC","10/1/2015","mold on head/peduncle","7/24/2015",8,1,1,"W","E",3.07,3.22,3.16,NA,NA,NA,NA,NA,NA,NA,3.19,18.32,17.7,31.98,27.05,"Y",0,0,0,74,47,"6/5/2015",46.3
"335","8_1_1",9,"RMC","10/1/2015","mold on head/peduncle","7/24/2015",8,1,1,"W","E",2.35,2.59,2.47,2.43,NA,NA,NA,NA,NA,NA,2.45,15.57,16.44,31.98,27.05,"Y",0,0,0,74,47,"6/5/2015",46.3
"336","8_1_1",10,"RMC","10/1/2015","mold on head/peduncle","7/24/2015",8,1,1,"W","E",3.22,3.29,NA,NA,NA,NA,NA,NA,NA,NA,3.26,15.7,19.14,31.98,27.05,"Y",0,0,0,74,47,"6/5/2015",46.3
"337","8_1_3",1,"RMC","9/24/2015",NA,"7/24/2015",8,1,3,"W","CTL",1.63,1.57,NA,NA,NA,NA,NA,NA,NA,NA,1.6,18.54,23.21,44.45,27.7,"Y",0,0,0,167,29,NA,57.9
"338","8_1_3",1,"RMC","10/15/2015",NA,"7/24/2015",8,1,3,"W","CTL",1.84,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.54,31.93,"Y",0,0,0,195,47,NA,57.9
"339","8_1_3",2,"RMC","9/24/2015",NA,"7/24/2015",8,1,3,"W","CTL",1.69,1.75,NA,NA,NA,NA,NA,NA,NA,NA,1.72,21.09,26.02,44.45,27.7,"Y",0,0,0,167,29,NA,57.9
"340","8_1_3",2,"RMC","10/15/2015",NA,"7/24/2015",8,1,3,"W","CTL",1.78,1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.54,31.93,"Y",0,0,0,195,47,NA,57.9
"341","8_1_3",3,"RMC","9/24/2015",NA,"7/24/2015",8,1,3,"W","CTL",1.44,1.47,NA,NA,NA,NA,NA,NA,NA,NA,1.46,20.14,19.9,44.45,27.7,"Y",0,0,0,167,29,NA,57.9
"342","8_1_3",3,"RMC","10/15/2015",NA,"7/24/2015",8,1,3,"W","CTL",2.03,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.54,31.93,"Y",0,0,0,195,47,NA,57.9
"343","8_1_3",4,"RMC","9/24/2015",NA,"7/24/2015",8,1,3,"W","CTL",1.5,1.47,NA,NA,NA,NA,NA,NA,NA,NA,1.49,19.22,25.34,44.45,27.7,"Y",0,0,0,167,29,NA,57.9
"344","8_1_3",4,"RMC","10/15/2015",NA,"7/24/2015",8,1,3,"W","CTL",1.69,1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.54,31.93,"Y",0,0,0,195,47,NA,57.9
"345","8_1_3",5,"RMC","9/24/2015",NA,"7/24/2015",8,1,3,"W","CTL",1.41,1.53,1.54,NA,NA,NA,NA,NA,NA,NA,1.54,13.12,15.79,44.45,27.7,"Y",0,0,0,167,29,NA,57.9
"346","8_1_3",5,"RMC","10/15/2015",NA,"7/24/2015",8,1,3,"W","CTL",2,1.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.54,31.93,"Y",0,0,0,195,47,NA,57.9
"347","8_1_3",6,"RMC","9/24/2015",NA,"7/24/2015",8,1,3,"W","CTL",1.41,1.53,1.4,NA,NA,NA,NA,NA,NA,NA,1.41,20.89,17.92,44.45,27.7,"Y",0,0,0,167,29,NA,57.9
"348","8_1_3",6,"RMC","10/15/2015",NA,"7/24/2015",8,1,3,"W","CTL",1.75,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.54,31.93,"Y",0,0,0,195,47,NA,57.9
"349","8_1_3",7,"RMC","9/24/2015",NA,"7/24/2015",8,1,3,"W","CTL",2,2.13,1.97,NA,NA,NA,NA,NA,NA,NA,1.99,18.69,25.77,44.45,27.7,"Y",0,0,0,167,29,NA,57.9
"350","8_1_3",7,"RMC","10/15/2015",NA,"7/24/2015",8,1,3,"W","CTL",2.13,2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.54,31.93,"Y",0,0,0,195,47,NA,57.9
"351","8_1_3",8,"RMC","9/24/2015",NA,"7/24/2015",8,1,3,"W","CTL",1.41,1.41,NA,NA,NA,NA,NA,NA,NA,NA,1.41,13.07,17.73,44.45,27.7,"Y",0,0,0,167,29,NA,57.9
"352","8_1_3",8,"RMC","10/15/2015",NA,"7/24/2015",8,1,3,"W","CTL",1.75,1.87,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.54,31.93,"Y",0,0,0,195,47,NA,57.9
"353","8_1_3",9,"RMC","9/24/2015",NA,"7/24/2015",8,1,3,"W","CTL",1.54,1.63,NA,NA,NA,NA,NA,NA,NA,NA,1.59,16.41,14.73,44.45,27.7,"Y",0,0,0,167,29,NA,57.9
"354","8_1_3",9,"RMC","10/15/2015",NA,"7/24/2015",8,1,3,"W","CTL",1.85,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.54,31.93,"Y",0,0,0,195,47,NA,57.9
"355","8_1_3",10,"RMC","9/24/2015",NA,"7/24/2015",8,1,3,"W","CTL",1.62,1.65,NA,NA,NA,NA,NA,NA,NA,NA,1.64,16.36,23.99,44.45,27.7,"Y",0,0,0,167,29,NA,57.9
"356","8_1_3",10,"RMC","10/15/2015",NA,"7/24/2015",8,1,3,"W","CTL",1.87,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.54,31.93,"Y",0,0,0,195,47,NA,57.9
"357","8_2_1",1,"RMC","9/25/2015",NA,"7/31/2015",8,2,1,"A","CTL",1.75,1.65,NA,NA,NA,NA,NA,NA,NA,NA,1.7,19.78,20.53,40.82,32.66,"Y",0,0,0,302,44,NA,74
"358","8_2_1",1,"RMC","3/17/2016","sticky seeds","7/31/2015",8,2,1,"A","CTL",2.28,2.34,NA,NA,NA,NA,NA,NA,NA,NA,2.31,16.61,24.81,44.62,29.38,"Y",0,0,0,272,30,NA,74
"359","8_2_1",2,"RMC","3/17/2016","sticky seeds","7/31/2015",8,2,1,"A","CTL",2.34,2.38,NA,NA,NA,NA,NA,NA,NA,NA,2.36,15.23,18.91,44.62,29.38,"Y",0,0,0,272,30,NA,74
"360","8_2_2",1,"RMC","10/22/2015",NA,"7/24/2015",8,2,2,"A","E",2.78,2.78,NA,NA,NA,NA,NA,NA,NA,NA,2.78,14.92,23.01,42,37.78,"Y",0,0,0,19,241,"6/5/2015",52.6
"361","8_2_2",2,"RMC","10/22/2015",NA,"7/24/2015",8,2,2,"A","E",3.91,3.72,3.66,NA,NA,NA,NA,NA,NA,NA,3.69,16.38,17.91,42,37.78,"Y",0,0,0,19,241,"6/5/2015",52.6
"362","8_2_2",3,"RMC","10/22/2015",NA,"7/24/2015",8,2,2,"A","E",3.18,3.16,NA,NA,NA,NA,NA,NA,NA,NA,3.17,19.02,19.52,42,37.78,"Y",0,0,0,19,241,"6/5/2015",52.6
"363","8_2_2",4,"RMC","10/22/2015",NA,"7/24/2015",8,2,2,"A","E",3.37,3.5,3.34,NA,NA,NA,NA,NA,NA,NA,3.36,18.34,19.24,42,37.78,"Y",0,0,0,19,241,"6/5/2015",52.6
"364","8_2_2",5,"RMC","10/22/2015",NA,"7/24/2015",8,2,2,"A","E",3.37,3.57,3.63,NA,NA,NA,NA,NA,NA,NA,3.6,15.88,17.85,42,37.78,"Y",0,0,0,19,241,"6/5/2015",52.6
"365","8_2_2",6,"RMC","10/22/2015",NA,"7/24/2015",8,2,2,"A","E",3.53,3.46,NA,NA,NA,NA,NA,NA,NA,NA,3.5,18.5,22.45,42,37.78,"Y",0,0,0,19,241,"6/5/2015",52.6
"366","8_2_2",7,"RMC","10/22/2015",NA,"7/24/2015",8,2,2,"A","E",3.41,3.44,NA,NA,NA,NA,NA,NA,NA,NA,3.43,17.51,25.89,42,37.78,"Y",0,0,0,19,241,"6/5/2015",52.6
"367","8_2_2",8,"RMC","10/22/2015",NA,"7/24/2015",8,2,2,"A","E",3.81,3.6,3.88,NA,NA,NA,NA,NA,NA,NA,3.85,18.68,19.77,42,37.78,"Y",0,0,0,19,241,"6/5/2015",52.6
"368","8_2_2",9,"RMC","10/22/2015",NA,"7/24/2015",8,2,2,"A","E",3.22,3.25,NA,NA,NA,NA,NA,NA,NA,NA,3.24,17.24,23.65,42,37.78,"Y",0,0,0,19,241,"6/5/2015",52.6
"369","8_2_2",10,"RMC","10/22/2015",NA,"7/24/2015",8,2,2,"A","E",3.16,3.25,NA,NA,NA,NA,NA,NA,NA,NA,3.2,18.43,16.83,42,37.78,"Y",0,0,0,19,241,"6/5/2015",52.6
"370","9_1_1",1,"RMC","9/16/2016",NA,"7/24/2015",9,1,1,"A","L",2.68,2.63,NA,NA,NA,NA,NA,NA,NA,NA,2.66,20.17,23.49,34.46,26.43,"Y",0,0,0,2,86,"6/13/2015",41.2
"371","9_1_1",2,"RMC","9/16/2016",NA,"7/24/2015",9,1,1,"A","L",1.97,1.94,NA,NA,NA,NA,NA,NA,NA,NA,1.96,17.27,13.77,34.46,26.43,"Y",0,0,0,2,86,"6/13/2015",41.2
"372","9_1_1",3,"RMC","9/16/2016",NA,"7/24/2015",9,1,1,"A","L",2.72,2.5,2.72,NA,NA,NA,NA,NA,NA,NA,2.72,16.35,21.09,34.46,26.43,"Y",0,0,0,2,86,"6/13/2015",41.2
"373","9_1_1",4,"RMC","9/16/2016",NA,"7/24/2015",9,1,1,"A","L",2.15,2.25,NA,NA,NA,NA,NA,NA,NA,NA,2.2,17.85,17.54,34.46,26.43,"Y",0,0,0,2,86,"6/13/2015",41.2
"374","9_1_1",5,"RMC","9/16/2016",NA,"7/24/2015",9,1,1,"A","L",1.71,1.71,NA,NA,NA,NA,NA,NA,NA,NA,1.71,16.86,14.71,34.46,26.43,"Y",0,0,0,2,86,"6/13/2015",41.2
"375","9_1_1",6,"RMC","9/16/2016",NA,"7/24/2015",9,1,1,"A","L",1.72,1.78,NA,NA,NA,NA,NA,NA,NA,NA,1.75,14.95,11.2,34.46,26.43,"Y",0,0,0,2,86,"6/13/2015",41.2
"376","9_1_1",7,"RMC","9/16/2016",NA,"7/24/2015",9,1,1,"A","L",2.75,2.72,NA,NA,NA,NA,NA,NA,NA,NA,2.74,15.74,17.62,34.46,26.43,"Y",0,0,0,2,86,"6/13/2015",41.2
"377","9_1_1",8,"RMC","9/16/2016",NA,"7/24/2015",9,1,1,"A","L",2.34,2.31,NA,NA,NA,NA,NA,NA,NA,NA,2.33,14.55,15.47,34.46,26.43,"Y",0,0,0,2,86,"6/13/2015",41.2
"378","9_1_2",1,"RMC","5/6/2016",NA,"7/24/2015",9,1,2,"A","E",1.44,1.53,NA,NA,NA,NA,NA,NA,NA,NA,1.49,10.99,8.22,33.7,24.16,"Y",0,0,0,34,65,"6/5/2015",40.2
"379","9_1_2",2,"RMC","5/6/2016",NA,"7/24/2015",9,1,2,"A","E",1.16,1.13,NA,NA,NA,NA,NA,NA,NA,NA,1.15,10.83,6.61,33.7,24.16,"Y",0,0,0,34,65,"6/5/2015",40.2
"380","9_1_2",3,"RMC","5/6/2016",NA,"7/24/2015",9,1,2,"A","E",0.96,0.91,NA,NA,NA,NA,NA,NA,NA,NA,0.94,9.99,4.42,33.7,24.16,"Y",0,0,0,34,65,"6/5/2015",40.2
"381","9_1_3",1,"RMC","5/6/2016","appears to be bite marks on seeds","7/24/2015",9,1,3,"A","CTL",1.97,1.84,1.88,NA,NA,NA,NA,NA,NA,NA,1.86,19.39,13.37,41.23,31.03,"Y",0,0,0,124,16,NA,63.8
"382","9_1_3",2,"RMC","5/6/2016","appears to be bite marks on seeds","7/24/2015",9,1,3,"A","CTL",2.1,2.03,NA,NA,NA,NA,NA,NA,NA,NA,2.07,9.73,11.43,41.23,31.03,"Y",0,0,0,124,16,NA,63.8
"383","9_2_1",1,"RMC","9/21/2016","head is moldy","7/31/2015",9,2,1,"W","E",1.75,1.78,NA,NA,NA,NA,NA,NA,NA,NA,1.77,13.62,21.06,38.4,23.84,"Y",0,0,0,124,17,"6/5/2015",70
"384","9_2_3",1,"RMC","9/9/2016","1 R. Conicus","7/24/2015",9,2,3,"W","CTL",1.84,1.81,NA,NA,NA,NA,NA,NA,NA,NA,1.83,20.68,25.24,35.73,26.29,"Y",0,0,0,140,30,NA,85
"385","9_2_3",2,"RMC","9/9/2016","1 R. Conicus","7/24/2015",9,2,3,"W","CTL",1.66,1.72,NA,NA,NA,NA,NA,NA,NA,NA,1.69,20.31,18.67,35.73,26.29,"Y",0,0,0,140,30,NA,85
"386","9_2_3",3,"RMC","9/9/2016","1 R. Conicus","7/24/2015",9,2,3,"W","CTL",1.78,1.91,1.81,NA,NA,NA,NA,NA,NA,NA,1.8,17.28,15.41,35.73,26.29,"Y",0,0,0,140,30,NA,85
"387","9_2_3",4,"RMC","9/9/2016","1 R. Conicus","7/24/2015",9,2,3,"W","CTL",1.56,1.68,1.75,NA,NA,NA,NA,NA,NA,NA,1.72,15.63,21.85,35.73,26.29,"Y",0,0,0,140,30,NA,85
"388","9_2_3",5,"RMC","9/9/2016","1 R. Conicus","7/24/2015",9,2,3,"W","CTL",1.25,1.25,NA,NA,NA,NA,NA,NA,NA,NA,1.25,17.6,13.61,35.73,26.29,"Y",0,0,0,140,30,NA,85
"389","9_2_3",6,"RMC","9/9/2016","1 R. Conicus","7/24/2015",9,2,3,"W","CTL",1.59,1.66,NA,NA,NA,NA,NA,NA,NA,NA,1.64,20.25,21.03,35.73,26.29,"Y",0,0,0,140,30,NA,85
"390","9_2_3",7,"RMC","9/9/2016","1 R. Conicus","7/24/2015",9,2,3,"W","CTL",1.63,1.65,NA,NA,NA,NA,NA,NA,NA,NA,1.64,21.37,22.22,35.73,26.29,"Y",0,0,0,140,30,NA,85
"391","9_2_3",8,"RMC","9/9/2016","1 R. Conicus","7/24/2015",9,2,3,"W","CTL",1.09,1.15,NA,NA,NA,NA,NA,NA,NA,NA,1.12,19.2,12.03,35.73,26.29,"Y",0,0,0,140,30,NA,85
"392","9_2_3",9,"RMC","9/9/2016","1 R. Conicus","7/24/2015",9,2,3,"W","CTL",0.91,1,NA,NA,NA,NA,NA,NA,NA,NA,0.96,19.39,8.34,35.73,26.29,"Y",0,0,0,140,30,NA,85
"393","9_2_3",10,"RMC","9/9/2016","1 R. Conicus","7/24/2015",9,2,3,"W","CTL",0.84,0.91,NA,NA,NA,NA,NA,NA,NA,NA,0.88,17.78,12.02,35.73,26.29,"Y",0,0,0,140,30,NA,85
